monthday,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,average
2021-09-30,4201.1,4199.2,4197.5,4195.48,4194.15,4195.58,4196.37,4195.11,4194.1,4194.91,4193.81,4197.45,4196.26,4194.37,4193.44,4192.63,4192.4,4193.5,4192,4193.2,4195.128
2021-10-01,4201.1,4199.11,4197.5,4195.43,4194.12,4195.57,4196.36,4195.26,4194.08,4194.48,4193.81,4197.43,4196.26,4194.39,4193.48,4192.62,4192.42,4193.6,4192.1,4193.3,4195.121
2021-10-02,4201.1,4199.1,4197.5,4195.45,4194.1,4195.6,4196.4,4195.13,4194.12,4194.43,4193.8,4197.41,4196.24,4194.4,4193.39,4192.7,4192.32,4193.5,4192.1,4193.2,4195.0995
2021-10-03,4201.2,4199.1,4197.6,4195.44,4194.1,4195.66,4196.38,4195.14,4194.03,4194.39,4193.76,4197.38,4196.31,4194.54,4193.4,4192.63,4192.52,4193.5,4192.2,4193.2,4195.124
2021-10-04,4201.1,4199.11,4197.6,4195.41,4194.1,4195.67,4196.28,4195.14,4193.99,4194.37,4193.65,4197.37,4196.24,4194.41,4193.4,4192.62,4192.35,4193.5,4192.1,4193.4,4195.0905
2021-10-05,4201.1,4199.12,4197.6,4195.41,4194.1,4195.52,4196.27,4195.22,4194.08,4194.42,4193.72,4197.07,4196.27,4194.3,4193.4,4192.6,4192.35,4193.5,4192.1,4193.2,4195.0675
2021-10-06,4201.1,4199.04,4197.7,4195.41,4194.1,4195.52,4196.33,4195.19,4194.07,4194.4,4193.7,4197.55,4196.22,4194.31,4193.4,4192.65,4192.31,4193.5,4192.2,4193.2,4195.095
2021-10-07,4201.1,4199,4197.7,4195.4,4194.1,4195.5,4196.36,4195.15,4194.05,4194.38,4193.75,4197.42,4196.16,4194.32,4193.4,4192.62,4192.31,4193.5,4192.4,4193.2,4195.091
2021-10-08,4201.1,4199.03,4197.38,4195.38,4194,4195.57,4196.44,4195.14,4194.08,4194.39,4193.7,4197.48,4196.11,4194.36,4193.4,4192.6,4192.31,4193.7,4192.2,4193.2,4195.0785
2021-10-09,4201,4199.14,4197.36,4195.38,4194,4195.6,4196.49,4195.16,4194.16,4194.4,4193.7,4197.45,4196.12,4194.33,4193.41,4192.6,4192.3,4193.5,4192.1,4193.4,4195.08
2021-10-10,4200.9,4198.98,4197.33,4195.52,4194.2,4195.59,4196.46,4195.16,4194.13,4194.39,4193.69,4197.47,4196.1,4194.32,4193.4,4192.6,4192.3,4193.5,4192.2,4193.3,4195.077
2021-10-11,4200.9,4199.11,4197.39,4195.36,4194,4195.48,4196.42,4195.2,4194.12,4194.37,4193.69,4197.48,4196.1,4194.32,4193.39,4192.6,4192.32,4193.5,4192.1,4193.2,4195.0525
2021-10-12,4201,4198.96,4197.34,4195.39,4194,4195.49,4196.41,4195.13,4194.03,4194.33,4193.72,4197.5,4196.07,4194.32,4193.67,4192.6,4192.32,4193.5,4192.1,4193.2,4195.054
2021-10-13,4201,4198.97,4197.3,4195.35,4194,4195.46,4196.42,4195.17,4194,4194.17,4193.7,4197.49,4196.04,4194.46,4193.36,4192.6,4192.29,4193.5,4192.2,4193.2,4195.034
2021-10-14,4201,4198.92,4197.3,4195.29,4194,4195.46,4196.43,4195.13,4193.99,4194.28,4193.69,4197.5,4196.07,4194.43,4193.36,4192.59,4192.28,4193.6,4192.3,4193.2,4195.041
2021-10-15,4201,4198.93,4197.29,4195.3,4194,4195.43,4196.44,4195.12,4193.99,4194.33,4193.68,4197.52,4196.07,4194.37,4193.32,4192.59,4192.26,4193.4,4192.1,4193.2,4195.017
2021-10-16,4201,4198.9,4197.28,4195.26,4194,4195.44,4196.5,4195.16,4193.99,4194.34,4193.67,4197.59,4196.17,4194.29,4193.38,4192.6,4192.34,4193.5,4192.1,4193.2,4195.0355
2021-10-17,4201,4198.91,4197.3,4195.28,4194,4195.46,4196.63,4195.24,4193.99,4194.33,4193.65,4197.57,4196.17,4194.3,4193.31,4192.55,4192.35,4193.5,4192.1,4193.3,4195.047
2021-10-18,4201,4198.91,4197.3,4195.28,4194,4195.47,4196.54,4195.16,4193.99,4194.36,4193.66,4197.55,4196.05,4194.32,4193.34,4192.58,4192.32,4193.5,4192,4193.2,4195.0265
2021-10-19,4201,4198.86,4197.4,4195.28,4194,4195.42,4196.4,4195.1,4193.98,4194.4,4193.67,4197.55,4196.06,4194.29,4193.4,4192.59,4192.32,4193.5,4192.1,4193.3,4195.031
2021-10-20,4201,4198.87,4197.4,4195.27,4194,4195.47,4196.54,4195.29,4193.98,4194.45,4193.63,4197.58,4196.03,4194.3,4193.41,4192.62,4192.27,4193.6,4192.1,4193.3,4195.0555
2021-10-21,4201.1,4198.85,4197.4,4195.28,4194,4195.47,4196.5,4195.2,4194.11,4194.44,4193.62,4197.56,4196.03,4194.29,4193.45,4192.64,4192.29,4193.4,4192.1,4193.2,4195.0465
2021-10-22,4201.2,4198.85,4197.4,4195.28,4194,4195.46,4196.42,4195.1,4194,4194.4,4193.62,4197.59,4195.99,4194.29,4193.41,4192.6,4192.3,4193.4,4192.1,4193.2,4195.0305
2021-10-23,4201,4199.11,4197.34,4195.28,4194.1,4195.46,4196.42,4195.11,4193.95,4194.39,4193.62,4197.58,4196.12,4194.3,4193.4,4192.58,4192.31,4193.4,4192.1,4193.3,4195.0435
2021-10-24,4201,4198.86,4197.33,4195.26,4194.1,4195.47,4196.42,4195.11,4193.92,4194.43,4193.48,4197.62,4196.11,4194.3,4193.4,4192.55,4192.24,4193.5,4192.1,4193.2,4195.02
2021-10-25,4201,4198.8,4197.34,4195.28,4194.1,4195.46,4196.6,4195.12,4193.94,4194.45,4193.92,4197.68,4196.12,4194.3,4193.32,4192.54,4192.29,4193.4,4192.1,4193.2,4195.048
2021-10-26,4200.9,4198.8,4197.34,4195.21,4194.1,4195.46,4196.49,4195.12,4193.94,4194.36,4193.77,4197.76,4196.1,4194.3,4193.48,4192.56,4192.3,4193.5,4192.1,4193.3,4195.0445
2021-10-27,4201,4198.8,4197.3,4195.2,4194.1,4195.46,4196.42,4195.1,4193.93,4194.52,4193.67,4197.59,4196.1,4194.26,4193.41,4192.57,4192.3,4193.5,4192.1,4193.4,4195.0365
2021-10-28,4201,4198.8,4197.3,4195.18,4194.08,4195.46,4196.42,4195.11,4193.93,4194.79,4193.64,4197.56,4196.13,4194.13,4193.37,4192.52,4192.3,4193.5,4192.1,4193.2,4195.026
2021-10-29,4201,4198.8,4197.3,4195.25,4194.09,4195.44,4196.41,4195.12,4193.94,4194.49,4193.67,4197.56,4196.12,4194.26,4193.36,4192.54,4192.3,4193.5,4192.1,4193.3,4195.0275
2021-10-30,4201.1,4198.76,4197.33,4195.29,4194.11,4195.5,4196.48,4195.18,4193.95,4194.33,4193.67,4197.58,4196.15,4194.32,4193.36,4192.55,4192.3,4193.5,4192.2,4193.2,4195.043
2021-10-31,4201.3,4198.83,4197.39,4195.19,4194.27,4195.48,4196.45,4195.16,4193.91,4194.35,4193.65,4197.6,4196.13,4194.3,4193.36,4192.48,4192.4,4193.5,4192.1,4193.2,4195.0525
2021-11-01,4201.2,4198.81,4197.31,4195.19,4194.22,4195.48,4196.42,4195.11,4193.93,4194.35,4193.68,4197.82,4196.12,4194.29,4193.2,4192.53,4192.4,4193.5,4192,4193.2,4195.038
2021-11-02,4201.1,4198.8,4197.3,4195.19,4194.17,4195.45,4196.4,4195.12,4193.89,4194.36,4193.69,4197.65,4196.14,4194.27,4193.46,4192.55,4192.3,4193.4,4192.1,4193.2,4195.027
2021-11-03,4201.1,4198.8,4197.2,4195.19,4194.18,4195.49,4196.41,4195.1,4193.95,4194.35,4193.68,4197.62,4196.12,4194.38,4193.36,4192.54,4192.3,4193.4,4192.1,4193.2,4195.0235
2021-11-04,4201.1,4198.8,4197.2,4195.18,4194.19,4195.5,4196.42,4195.1,4194.09,4194.35,4193.69,4197.64,4196.13,4194.27,4193.3,4192.56,4192.3,4193.5,4192,4193.2,4195.026
2021-11-05,4201.2,4198.8,4197.22,4195.16,4194.2,4195.51,4196.41,4195.1,4194.07,4194.35,4193.7,4197.67,4196.12,4194.24,4193.33,4192.5,4192.3,4193.5,4192.1,4193.2,4195.034
2021-11-06,4201.1,4198.8,4197.24,4195.07,4194.2,4195.42,4196.41,4195.1,4193.94,4194.36,4193.69,4197.6,4196.11,4194.21,4193.31,4192.5,4192.4,4193.5,4192,4193.2,4195.008
2021-11-07,4201.1,4198.88,4197.2,4195.04,4194.2,4195.44,4196.4,4195.1,4193.92,4194.37,4193.64,4197.72,4196.11,4194.23,4193.33,4192.44,4192.4,4193.5,4192.1,4193.2,4195.016
2021-11-08,4201,4198.84,4197.28,4195.05,4194.23,4195.48,4196.44,4195.1,4193.95,4194.38,4193.79,4197.64,4195.94,4194.24,4193.32,4192.5,4192.4,4193.5,4192,4193.2,4195.014
2021-11-09,4201.1,4198.8,4197.34,4195.03,4194.22,4195.49,4196.5,4195.1,4193.98,4194.36,4193.77,4197.6,4196.1,4194.23,4193.32,4192.5,4192.4,4193.5,4192,4193.2,4195.027
2021-11-10,4201.1,4198.8,4197.3,4195.03,4194.22,4195.48,4196.5,4195.11,4194,4194.37,4193.75,4197.55,4196.23,4194.23,4193.46,4192.55,4192.4,4193.5,4192,4193.2,4195.039
2021-11-11,4201.1,4198.8,4197.3,4195.04,4194.24,4195.46,4196.46,4195.15,4194.02,4194.36,4193.83,4197.54,4196.28,4194.24,4193.39,4192.49,4192.4,4193.5,4192.1,4193.3,4195.05
2021-11-12,4201.1,4198.8,4197.29,4195.06,4194.29,4195.53,4196.5,4195.12,4193.99,4194.37,4193.74,4197.56,4196.12,4194.24,4193.38,4192.39,4192.4,4193.5,4192,4193.3,4195.034
2021-11-13,4201,4198.83,4197.31,4195.04,4194.3,4195.47,4196.38,4195.15,4194.07,4194.39,4193.78,4197.56,4196.14,4194.24,4193.26,4192.4,4192.4,4193.5,4192,4193.3,4195.026
2021-11-14,4201.1,4198.8,4197.36,4195.08,4194.3,4195.71,4196.62,4195.15,4194.14,4194.45,4193.73,4197.58,4196.16,4194.25,4193.27,4192.4,4192.4,4193.5,4192,4193.3,4195.065
2021-11-15,4201.1,4198.8,4197.35,4195.05,4194.3,4195.52,4196.48,4195.1,4194.03,4194.36,4193.8,4197.64,4196.16,4194.36,4193.44,4192.38,4192.4,4193.6,4192,4193.3,4195.0585
2021-11-16,4201.1,4198.8,4197.32,4195.07,4194.31,4195.44,4196.5,4195.09,4194.03,4194.32,4193.94,4197.62,4196.17,4194.26,4193.33,4192.8,4192.6,4193.5,4192,4193.3,4195.075
2021-11-17,4201.1,4198.83,4197.34,4195.22,4194.31,4195.45,4196.5,4195.1,4194.04,4194.36,4193.73,4197.58,4196.15,4194.22,4193.22,4192.41,4192.7,4193.8,4192,4193.3,4195.068
2021-11-18,4201,4198.83,4197.34,4195.05,4194.31,4195.46,4196.51,4195.1,4194.06,4194.36,4193.76,4197.65,4196.17,4194.26,4193.2,4192.4,4192.4,4193.6,4192,4193.3,4195.038
2021-11-19,4201.1,4198.8,4197.32,4195.06,4194.36,4195.48,4196.53,4195.14,4194.07,4194.36,4193.71,4197.66,4196.17,4194.26,4193.2,4192.38,4192.4,4193.6,4192,4193.3,4195.045
2021-11-20,4201.1,4198.81,4197.31,4195.12,4194.36,4195.48,4196.54,4195.19,4194.07,4194.33,4193.7,4197.65,4196.19,4194.28,4193.21,4192.46,4192.4,4193.6,4192,4193.3,4195.055
2021-11-21,4201.1,4198.81,4197.32,4195.1,4194.37,4195.48,4196.55,4195.12,4194.09,4194.45,4193.7,4197.64,4196.22,4194.41,4193.21,4192.37,4192.5,4193.6,4192,4193.3,4195.067
2021-11-22,4201.1,4198.86,4197.34,4195.28,4194.34,4195.49,4196.54,4195.1,4194.06,4194.44,4193.66,4197.64,4196.23,4194.27,4193.23,4192.39,4192.4,4193.6,4192,4193.3,4195.0635
2021-11-23,4201.1,4198.96,4197.34,4195.05,4194.34,4195.49,4196.57,4195.16,4194.08,4194.38,4193.55,4197.65,4196.2,4194.24,4193.45,4192.4,4192.5,4193.7,4192,4193.3,4195.073
2021-11-24,4201,4198.76,4197.37,4195.05,4194.3,4195.5,4196.56,4195.06,4194.05,4194.36,4193.87,4197.68,4196.2,4194.28,4193.33,4192.4,4192.4,4193.7,4192.1,4193.3,4195.0635
2021-11-25,4201,4199.06,4197.53,4195.03,4194.32,4195.5,4196.57,4195.05,4194.06,4194.38,4193.74,4197.78,4196.21,4194.26,4193.24,4192.4,4192.4,4193.7,4192,4193.6,4195.0915
2021-11-26,4201,4198.98,4197.38,4195.08,4194.43,4195.69,4196.59,4195.07,4194.05,4194.38,4193.74,4197.7,4196.2,4194.26,4193.26,4192.37,4192.4,4193.7,4192,4193.3,4195.079
2021-11-27,4201,4198.99,4197.34,4195.07,4194.41,4195.56,4196.5,4195.11,4194.06,4194.38,4193.76,4197.68,4196.19,4194.26,4193.28,4192.31,4192.4,4193.7,4192,4193.2,4195.06
2021-11-28,4201.1,4198.89,4197.33,4195.01,4194.69,4195.5,4196.63,4195.07,4194.08,4194.45,4193.81,4197.7,4196.2,4194.27,4193.29,4192.38,4192.5,4193.7,4192,4193.3,4195.095
2021-11-29,4201.1,4198.91,4197.23,4195.05,4194.47,4195.49,4196.67,4195.05,4194.05,4194.43,4193.88,4197.75,4196.19,4194.27,4193.28,4192.4,4192.4,4193.7,4192.1,4193.4,4195.091
2021-11-30,4201.1,4198.95,4197.22,4195.05,4194.32,4195.56,4196.53,4195.05,4194.08,4194.4,4193.78,4197.81,4196.14,4194.26,4193.36,4192.36,4192.4,4193.7,4192.2,4193.4,4195.0835
2021-12-01,4201.1,4198.93,4197.24,4195.08,4194.33,4195.5,4196.56,4195.04,4194.06,4194.4,4193.8,4198.09,4196.18,4194.24,4193.31,4192.37,4192.4,4193.7,4192.1,4193.4,4195.0915
2021-12-02,4201.1,4198.86,4197.24,4195.06,4194.33,4195.48,4196.59,4194.99,4194.17,4194.42,4193.8,4197.83,4196.14,4194.25,4193.31,4192.37,4192.5,4193.7,4192.2,4193.4,4195.087
2021-12-03,4201.1,4198.96,4197.23,4195.06,4194.31,4195.58,4196.55,4195.04,4194.11,4194.41,4193.82,4197.94,4196.21,4194.35,4193.31,4192.38,4192.3,4193.9,4192.1,4193.4,4195.103
2021-12-04,4201.1,4199.04,4197.24,4195.05,4194.31,4195.65,4196.57,4195.04,4194.1,4194.34,4193.81,4197.8,4196.22,4194.4,4193.33,4192.37,4192.3,4193.7,4192.1,4193.4,4195.0935
2021-12-05,4201.1,4198.87,4197.26,4195.07,4194.32,4195.49,4196.56,4195.05,4194.08,4194.41,4193.8,4197.82,4196.23,4194.23,4193.33,4192.38,4192.5,4193.7,4192.1,4193.5,4195.09
2021-12-06,4201.1,4199.03,4197.27,4195.08,4194.33,4195.61,4196.58,4195.07,4194.09,4194.35,4193.83,4197.78,4196.24,4194.23,4193.35,4192.39,4192.3,4193.7,4192.1,4193.5,4195.0965
2021-12-07,4201.1,4199.12,4197.29,4195.06,4194.27,4195.54,4196.59,4195.12,4194.08,4194.33,4193.86,4197.78,4196.25,4194.34,4193.37,4192.38,4192.3,4193.7,4192.1,4193.5,4195.104
2021-12-08,4201.1,4199.05,4197.26,4195.16,4194.29,4195.49,4196.6,4195.17,4194.19,4194.46,4193.87,4197.81,4196.37,4194.33,4193.39,4192.4,4192.2,4193.7,4192.1,4193.5,4195.122
2021-12-09,4201.1,4199.09,4197.25,4195.08,4194.35,4195.45,4196.6,4195.19,4194.13,4194.32,4193.89,4197.79,4196.27,4194.28,4193.4,4192.41,4192.2,4193.7,4192.1,4193.5,4195.105
2021-12-10,4201.2,4199.13,4197.26,4195.2,4194.36,4195.44,4196.61,4195.25,4194.07,4194.32,4193.93,4197.79,4196.22,4194.25,4193.4,4192.42,4192.2,4193.7,4192.1,4193.5,4195.1175
2021-12-11,4201.1,4199.1,4197.24,4195.2,4194.38,4195.5,4196.62,4195.27,4194.09,4194.31,4193.94,4197.79,4196.22,4194.27,4193.37,4192.43,4192.3,4193.7,4192.1,4193.6,4195.1265
2021-12-12,4201.1,4199.09,4197.23,4195.2,4194.39,4195.5,4196.62,4195.18,4194.08,4194.33,4193.96,4197.79,4196.22,4194.28,4193.34,4192.45,4192.3,4193.7,4192.3,4193.6,4195.133
2021-12-13,4201.1,4199.03,4197.24,4195.2,4194.4,4195.51,4196.65,4195.2,4194.18,4194.37,4193.98,4197.79,4196.26,4194.26,4193.41,4192.44,4192.2,4193.7,4192.2,4193.6,4195.136
2021-12-14,4201.1,4199.12,4197.26,4195.16,4194.4,4195.51,4196.65,4195.19,4194.04,4194.39,4194.01,4197.8,4196.31,4194.25,4193.44,4192.55,4192.2,4193.7,4192.2,4193.7,4195.149
2021-12-15,4201.2,4199.19,4197.3,4195.28,4194.4,4195.5,4196.73,4195.14,4193.98,4194.39,4194.15,4197.79,4196.33,4194.25,4193.4,4192.65,4192.3,4193.7,4192.2,4193.7,4195.179
2021-12-16,4201.1,4199.11,4197.3,4195.09,4194.41,4195.53,4196.73,4195.18,4194.05,4194.39,4194.08,4197.8,4196.26,4194.25,4193.42,4192.51,4192.3,4193.8,4192.2,4193.7,4195.1605
2021-12-17,4201.3,4199.13,4197.3,4195.1,4194.41,4195.44,4196.7,4195.18,4194.04,4194.39,4194.05,4197.8,4196.22,4194.26,4193.41,4192.52,4192.5,4193.8,4192.2,4193.7,4195.1725
2021-12-18,4201.1,4199.13,4197.3,4195.1,4194.42,4195.52,4196.75,4195.18,4194.04,4194.39,4194.09,4197.83,4196.41,4194.26,4193.4,4192.5,4192.2,4193.8,4192.2,4193.7,4195.166
2021-12-19,4201.1,4199.13,4197.26,4195.1,4194.45,4195.54,4196.73,4195.18,4194,4194.4,4194.07,4197.8,4196.44,4194.36,4193.42,4192.52,4192.2,4193.8,4192.2,4193.7,4195.17
2021-12-20,4201.1,4199.16,4197.28,4195.1,4194.49,4195.55,4196.7,4195.22,4194.03,4194.4,4194.18,4197.8,4196.26,4194.37,4193.42,4192.52,4192.2,4193.9,4192.2,4193.7,4195.179
2021-12-21,4201.1,4199.16,4197.28,4195.12,4194.5,4195.56,4196.71,4195.36,4194.02,4194.4,4194.19,4197.84,4196.29,4194.37,4193.48,4192.46,4192.2,4194,4192.3,4193.7,4195.202
2021-12-22,4201.1,4199.13,4197.34,4195.12,4194.5,4195.57,4196.72,4195.24,4194.1,4194.42,4194.24,4197.91,4196.3,4194.37,4193.66,4192.57,4192.2,4193.8,4192.3,4193.7,4195.2145
2021-12-23,4201.1,4199.16,4197.4,4195.13,4194.63,4195.57,4196.72,4195.23,4194.07,4194.49,4194.34,4197.81,4196.28,4194.36,4193.56,4192.72,4192.2,4193.9,4192.2,4193.8,4195.2335
2021-12-24,4201.2,4199.17,4197.33,4195.15,4194.5,4195.58,4196.72,4195.35,4194,4194.42,4194.36,4197.81,4196.39,4194.38,4193.5,4192.56,4192.2,4193.8,4192.3,4193.8,4195.226
2021-12-25,4201.2,4199.12,4197.31,4195.2,4194.5,4195.6,4196.72,4195.34,4193.89,4194.41,4194.4,4197.8,4196.31,4194.38,4193.74,4192.8,4192.4,4193.9,4192.3,4193.8,4195.256
2021-12-26,4201.2,4199.14,4197.29,4195.41,4194.51,4195.63,4196.72,4195.25,4194.11,4194.42,4194.41,4197.81,4196.32,4194.39,4193.66,4192.7,4192.2,4193.9,4192.4,4193.8,4195.2635
2021-12-27,4201.2,4199.15,4197.33,4195.4,4194.54,4195.64,4196.76,4195.26,4194.06,4194.4,4194.42,4197.83,4196.41,4194.4,4193.49,4192.61,4192.2,4193.9,4192.4,4193.9,4195.265
2021-12-28,4201.2,4199.14,4197.31,4195.26,4194.52,4195.64,4196.95,4195.2,4194.08,4194.4,4194.43,4197.84,4196.36,4194.39,4193.48,4192.62,4192.2,4193.9,4192.4,4193.9,4195.261
2021-12-29,4201.2,4199.14,4197.28,4195.2,4194.43,4195.74,4196.89,4195.23,4194.08,4194.41,4194.49,4197.84,4196.36,4194.4,4193.52,4192.61,4192.2,4193.9,4192.3,4193.8,4195.251
2021-12-30,4201.2,4199.16,4197.3,4195.29,4194.41,4195.69,4196.8,4195.34,4194.08,4194.44,4194.71,4197.84,4196.39,4194.4,4193.39,4192.63,4192.2,4193.9,4192.3,4193.8,4195.2635
2021-12-31,4201.2,4199.16,4197.33,4195.31,4194.4,4195.66,4196.8,4195.29,4194.08,4194.43,4194.62,4197.95,4196.42,4194.4,4193.54,4192.67,4192.2,4193.9,4192.4,4193.8,4195.278
