datetime,day,month,prcp-2000,prcp-2001,prcp-2002,prcp-2003,prcp-2004,prcp-2005,prcp-2006,prcp-2007,prcp-2008,prcp-2009,prcp-2010,prcp-2011,prcp-2012,prcp-2013,prcp-2014,prcp-2015,prcp-2016,prcp-2017,prcp-2018,prcp-2019,prcp-average,snow-2000,snow-2001,snow-2002,snow-2003,snow-2004,snow-2005,snow-2006,snow-2007,snow-2008,snow-2009,snow-2010,snow-2011,snow-2012,snow-2013,snow-2014,snow-2015,snow-2016,snow-2017,snow-2018,snow-2019,snow-average
3/24/2021,24,3,0,0,0.48,0,0,0.21,0,0,0,0.02,0,0,0,0,0,0.05,0,0,0.01,0.44,0.0605,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
3/25/2021,25,3,0,0,0.15,0,0,0.01,0.2,0,0,0.53,0,0.25,0,0,0,0,0,0.53,0.25,0,0.096,0,0,0,0,0,0,0.5,0,0,0.1,0,1.1,0,0,0,0,0,0,1.2,0,0.145
3/26/2021,26,3,0,0,0,0.35,0.57,0,0.2,0,0,0.04,0.17,0,0,0,0.18,0,0,0,0.03,0,0.077,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0.4,0,0.05
3/27/2021,27,3,0,0,0,0.03,0.02,0,0,0.33,0.13,0,0,0.32,0,0,0.07,0,0,0.4,0,0,0.065,0,0,0,0.4,0,0,0,0.1,2.3,0,0,2,0,0,0,0,0,0,0,0,0.24
3/28/2021,28,3,0.01,0.11,0,0,0,0.45,0.17,0.49,0,0,0,0.03,0.04,0,0,0,0.47,0,0,0.85,0.131,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.4,0,0,1,0.145
3/29/2021,29,3,0,0.38,0,0,0,0.14,0.42,0,0,0.26,0,0,0.01,0,0,0,0.25,0,0,0.75,0.1105,0,0,0,0,0,0.3,0,0,0,2.9,0,0,0,0,0,0,0,0,0,3.6,0.34
3/30/2021,30,3,0.14,0,0,0,0,0.15,0,0,0.05,0.1,0,0,0,0,0.49,0,0.01,0.15,0,0,0.0545,1.9,0,0,0,0,2.2,0,0,0.3,1,0,0,0,0,0.5,0,0,0,0,0,0.295
3/31/2021,31,3,0,0,0,0,0,0,0,0,0.28,0.01,0.54,0,0,0,0.02,0,0.07,0,0,0,0.046,0,0,0,0,0,0,0,0,3.2,0,1.7,0,0,0,0,0,0,0,0,0,0.245
4/1/2021,1,4,0,0,0,0,0.02,0,0.04,0,0,0.01,0.08,0,0.05,0.44,0.16,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.3,0.9,0,0,0,0,0,0,0,0,0,0.06
4/2/2021,2,4,0,0.4,0,0,0,0,0,0,0.06,0.17,0,0.58,0,0.19,0,0,0,0.08,0.05,0.01,0.077,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0.085
4/3/2021,3,4,0,0,0,0.25,0,0,0,0,0,0.3,0.05,0.37,0,0,0,0,0,0,0,0.32,0.0645,0,0,0,1.8,0,0,0,0,0,1,0.1,2.4,0,0,0,0,0,0,0,0,0.265
4/4/2021,4,4,0,0.07,0,0,0,0.32,0,0,0,0.04,0.07,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0,0,0,0.04
4/5/2021,5,4,0,0.16,0,0.24,0,0,0.11,0,0,0,0.22,0.13,0,0.16,0.05,0,0,0,0,0,0.0535,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0.07
4/6/2021,6,4,0,0.2,0,0.12,0.23,0,1.1,0,0,0,0.05,0,0.11,0,0,0,0,0,0.06,0.19,0.103,0,0,0,0.5,0,0,0.5,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0.13
4/7/2021,7,4,0,0.26,0,0.17,0.03,0,0,0,0.09,0,0,0.77,0,0,0,0,0,0,0.25,0,0.0785,0,0.5,0,2.1,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0.215
4/8/2021,8,4,0,0.56,0,0,0.58,0.51,0,0.19,0,0.24,0,0.35,0,0.6,0,0.25,0,1.01,0.01,0,0.215,0,5.7,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0.8,0,0,0.39
4/9/2021,9,4,0,0,0,0,0,0.15,0,0.05,0.01,0.18,0,0.28,0,0,0,0,0,0.14,0,0.49,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.01
4/10/2021,10,4,0,0,0.04,0,0,0,0.08,0,0.01,0,0,0,0,0,0,0,0,0,0,0.1,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/11/2021,11,4,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0.23,0.14,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2021,12,4,0,0.44,0,0,0,0,0,0,0,0,0.53,0.01,0.57,0,0.02,0,0.01,0,0.52,0.23,0.1165,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.205
4/13/2021,13,4,0,0,0,0,0,0,0,0,0,0,0.36,0.15,0.01,0.05,0.02,0,0.16,0,0.04,0.11,0.045,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.3,0,0.025
4/14/2021,14,4,0.55,0.03,0,0.04,0,0,0.35,0,0,0.55,0,0.08,0.09,0,0,0.29,0.65,0,0,0,0.1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.015
4/15/2021,15,4,0.01,0,0.48,0.17,0,0,0.65,0,0.05,0.45,0,0,0,0.12,0,0.51,0.07,0,0,0.47,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,5.5,0,0,0,0,0.28
4/16/2021,16,4,0,0,0.26,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0.12,0.49,0.0445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.07
4/17/2021,17,4,0,0,0.59,0,0.1,0,0.44,0,0,0,0,0,0.4,0,0,0,0,0,0.13,0,0.083,0,0,2.6,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.24
4/18/2021,18,4,0,0,0.09,0.55,0.39,0.32,0.1,0.25,0,0,0,0.6,0.01,0,0,0,0,0.64,0,0,0.1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,19,4,0,0,0.17,0,0.08,0.54,0,0,0,0,0,0.12,0.03,0.05,0,0,0,0.02,0,0,0.0505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/2021,20,4,0,0.3,0.07,0,0.2,0.12,0,0,0,0,0,0.08,0,0.2,0.01,0,0,0.29,0,0.08,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/21/2021,21,4,0,0.03,0,0,0.48,0,0,0,0,0,0.4,0,0,0,0,0,0,0.06,0,0.57,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/2021,22,4,0.02,0.01,0,0.09,0.06,0,0,0.01,0,0,0.01,0,0,0,0.22,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/2021,23,4,0.13,0,0,0,0,0.03,0,0.03,0.01,0,0.14,0,0,0,0.08,0,0.22,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/24/2021,24,4,0.02,0,0,0,0,0.11,0.11,0,0.51,0.09,0,0,0,0,0,0.48,0.02,0.16,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/25/2021,25,4,0,0,0,0,0,0,0,0,0,0.46,0,0.12,0,0,0.01,0.37,0,0.51,0,0,0.0735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/26/2021,26,4,0,0,0.08,0.02,0,0,0,0,0,0.01,0,0.19,0.79,0,0.69,0.42,0.09,0.13,0,0.01,0.1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/2021,27,4,0,0,0.62,0,0,0.16,0,0,0,0,0,0.01,0.01,0,0.06,0,0.14,0.13,0,0,0.0565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,28,4,0,0,0.09,0,0.19,0.81,0,0,0,0,0.14,0,0,0,0.23,0,0.03,0.05,0,0,0.077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
4/29/2021,29,4,0.03,0,0,0,0.02,0,0,0,0,0,0.37,0.12,0,0,0,0,0,0,0.01,0,0.0275,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0.08
4/30/2021,30,4,0,0,0,0,0,0.08,0.12,0,0.01,0,0.06,0.09,0,0,0,0,0,0,0.72,0.38,0.073,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.055
5/1/2021,1,5,0,0,0,0.21,0,0,0,0,0,0.05,0.17,0,0.24,0,0,0,0,0,0,0.02,0.0345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/2/2021,2,5,0,0,0,0,0,0,0,0,0,0.71,0.07,0,0,0,0,0,0,0,0.16,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/3/2021,3,5,0,0,0.01,0.26,0,0,0.02,0.23,0,0.1,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/4/2021,4,5,0,0,0,0.4,0,0,0.29,0.06,0,0,0.03,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/5/2021,5,5,0,0,0,0,0,0.04,0.01,0.06,0,0,0,0,0,0,0,0.02,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2021,6,5,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.01,0.04,0.93,0.08,0,0,0,0.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/7/2021,7,5,0.19,0,0,0.3,0,0.06,0,0,0.29,0,0,0,0,0.05,0.28,0.04,0.16,0,0,0.18,0.0775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/8/2021,8,5,0.13,0,0,0.05,0,0,0.12,0,0.01,0,0,0.53,0,0.03,0.18,0.02,0.4,0,0,0,0.0735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2021,9,5,0,0,0,0.23,0,0.02,0,0,0,0,0,0.29,0,0,0.45,0.92,0.25,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2021,10,5,0.2,0,0.06,0.22,0,0.6,0,0,0,0,0.27,0,0,0,0.01,0,0,0,0.05,0,0.0705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2021,11,5,0.16,0,0.04,0,0.02,0.81,0,0,0,0,0.18,0,0,0,0,0,0,0,0.02,0,0.0615,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025
5/12/2021,12,5,0.02,0,0,0,0.01,0.05,0,0,0.13,0,0,0,0,0,0.01,0,0,0,0.23,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/2021,13,5,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2021,14,5,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0.08,0,0,0.32,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2021,15,5,0,0.05,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2021,16,5,0,0.17,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0.49,0.01,0.03,0,0.24,0.0825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/2021,17,5,0.02,0,0,0,0,0.22,0,0,0,0,0,0.46,0,0.08,0,0.53,0,0.37,0,0.65,0.1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.005
5/18/2021,18,5,0.38,0,0,0,0,0,0,0,0,0,0.28,0.33,0.31,0.27,0,0.34,0,0,0,0.35,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2021,19,5,0,0,0,0,0,0,0,0,0,0.03,0,0.69,0,0.09,0,0.14,0.21,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2021,20,5,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.1,0,0.01,0.01,0,0.05,0,0.0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/21/2021,21,5,0,0,0.34,0,0.04,0,0,0.22,0.22,0,0.45,0,0,0,0,0,0.41,0.21,0,0.56,0.1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/22/2021,22,5,0,0,0.03,0,0,0,0,0,0.02,0,0.46,0.27,0,0,0,0,0.02,0,0.05,0.34,0.0595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/23/2021,23,5,0,0,0,0,0,0,0,0,0,0.32,0.17,0.08,0,0,0,0.19,0,0,0.09,0.19,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/24/2021,24,5,0.03,0,0,0,0,0,0,0,0,0.14,0.69,0.51,0,0,0.07,0.15,0.01,0,0,0.04,0.082,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.01
5/25/2021,25,5,0.49,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2021,26,5,0,0,0,0,0,0,0,0,0.31,0,0,0,0.16,0,0,0.11,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/27/2021,27,5,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0.01,0,0,0.1,0.01,0,0.17,0.4,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/2021,28,5,0,0,0,0,0.36,0,0.15,0,0,0,0.03,0.65,0,0.6,0,0.1,0,0,0.01,0.51,0.1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/2021,29,5,0,0,0,0,0.29,0,0,0,0.03,0,0,0.57,0,0.03,0,0,0,0,0,0.11,0.0515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/2021,30,5,0,0,0,0,0,0.3,0,0,0,0,0,0.43,0,0,0,0,0.01,0,0.11,0.18,0.0515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2021,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2021,1,6,0,0,0.02,0,0,0.05,0,0,0,0.24,0.04,0,0,0,0,0,0,0.13,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2/2021,2,6,0,0,0.13,0,0,0,0,0,0,0.26,0.09,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/3/2021,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2021,4,6,0,0,0,0,0,0,0,0,0.34,0,0.01,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2021,5,6,0,0,0,0,0,0.01,0,0,0.35,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2021,6,6,0,0,0,0,0,0.65,0,0.74,0,0.01,0,0,0,0,0,0.37,0,0,0,0.09,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/2021,7,6,0,0,0,0,0,0.33,0,0.06,0.03,0.19,0.02,0,0,0,0,0,0,0,0,0.01,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8/2021,8,6,0,0,0,0,0,0.08,0.28,0,0,0.08,0,0.02,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2021,9,6,0.05,0,0.03,0,0.1,0,0.43,0,0,0.16,0.05,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/10/2021,10,6,0,0,0,0,1.4,0,0.01,0,0,0.17,0.15,0,0,0,0,0,0,0,0,0,0.0865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/11/2021,11,6,0,0,0,0,0,0.51,0,0,0.03,0.23,0.22,0,0,0,0,0.15,0.32,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/12/2021,12,6,0,0.66,0,0,0,0.01,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/13/2021,13,6,0,0.45,0,0,0,0,0,0,0,0.07,0.04,0,0,0,0,0,0.19,0.12,0,0.01,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/2021,14,6,0,0,0,0,0,0,0,0,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2021,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/16/2021,16,6,0,0,0,0,0,0,0,0,0,0.02,0.15,0,0,0,0.1,0,0,0,0,0,0.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/17/2021,17,6,0,0,0,0,0.15,0,0,0,0,0.06,0,0,0,0,0.49,0,0,0,0.02,0.01,0.0365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2021,18,6,0.02,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0.03,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/2021,19,6,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/20/2021,20,6,0,0,0,0.02,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.03,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/2021,21,6,0,0,0,0.11,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2021,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23/2021,23,6,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/24/2021,24,6,0,0.01,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
